internship_title,company_name,location,start_date,duration,stipend
"Content Writing, Catalogue Creation And Digital Marketing",Bharat Natural Elements Private Limited,Bangalore,Immediately,1 Month,"₹ 2,000 /month +  Incentives"
Fashion Consultant,Rent An Attire,Khardi,Immediately,1 Month,"₹ 10,000 /month"
Digital Marketing,The Concept Company,Mumbai,Immediately,1 Month,"₹ 7,000 /month"
UX/UI Design,RIGHTVIBE LLP,Pune,Immediately,1 Month,"₹ 8,000 /month"
Website Development,Terbesar Healthcare Private Limited,Patna,Immediately,1 Month,"₹ 2,000-15,000 /month"
WordPress Development,Social Education & Liberty Foundation,Work From Home,Immediately,1 Month,Unpaid
Customer Success Associate,PeopleHum,Mumbai,Immediately,1 Month,"₹ 22,000 /month"
Recruitment (Non-IT),FyndBridge Consulting Services,Work From Home,Immediately,1 Month,"₹ 3,000-7,000 /month"
Marketing,YoursthatSenior,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Blogging,Shubhi Arora,Work From Home,Immediately,1 Month,"₹ 2,000 /month"
Mobile App Development(Flutter Preferably Ios Experts),OAK Appian Training,Work From Home,Immediately,1 Month,"₹ 5,000 /month"
Digital Marketing,Kinjal Group,Mumbai,Immediately,1 Month,"₹ 10,000 /month"
Graphic Design,Kashish Chandani,Work From Home,Immediately,1 Month,"₹ 10,000 /month"
Business Development Executive,Caarz.in,Kolkata,Immediately,1 Month,"₹ 8,500 /month"
Graphic Design,Captain $ales,Gurgaon,Immediately,1 Month,"₹ 2,500 /month"
Business Development Representative,Engati,Mumbai,Immediately,1 Month,"₹ 22,000 /month"
.NET Development,Radionics Technology,Work From Home,Immediately,1 Month,"₹ 5,000-10,000 /month"
Business Development Champion,Engati Technologies,Mumbai,Immediately,1 Month,"₹ 22,000 /month"
Social Media Marketing,OTFCoder,Ahmedabad,Immediately,1 Month,"₹ 5,000 /month"
Human Resources (HR),Implica Global Corporation,Work From Home,Immediately,1 Month,"₹ 1,000 /month"
Content Writing - Spanish,Lyrics Translated,Work From Home,Immediately,3 Months,"₹ 5,500 /month"
Client Acquisition,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Business Development (Sales),MindCrew Technologies Private Limited,Indore,Immediately,3 Months,"₹ 5,000-10,000 /month"
Human Resources (HR) - Recruitment,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Market Research,BlissClub,Bangalore,Immediately,3 Months,"₹ 10,000 /month"
Growth,SaffronStays,Work From Home,Immediately,3 Months,"₹ 15,000 /month"
Content Writing & Publishing,Geeksscan,Work From Home,Immediately,3 Months,"₹ 3,000 /month"
Human Resources (HR),Gencosys Technologies Private Limited,Lucknow,Immediately,3 Months,"₹ 6,500 /month"
Web Development,Global Research Association,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Product Marketing,FFFTECH Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 lump sum +  Incentives"
Digital Marketing,Xllerates,Work From Home,Immediately,3 Months,"₹ 3,000 /month"
Social Media Marketing,FitCru,Mumbai,Immediately,3 Months,"₹ 8,000 /month"
Website Content Management,TechyMonk Solutions,Work From Home,Immediately,3 Months,"₹ 3,000 /month +  Incentives"
Digital Media,Kirabiz Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Content Writing,Ketto,Mumbai,Immediately,3 Months,"₹ 12,000 /month"
Digital Marketing,Let's Set Destinations,Bangalore,Immediately,3 Months,"₹ 8,000 /month"
Human Resources (HR),IMARC,Noida,Immediately,3 Months,"₹ 10,000 /month"
Script Writing,Confluencr,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Nutrition Research And New Product Development,EKAEO FOODS PVT LTD,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Social Media Marketing,Hey Buddy,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Business Development (Sales),Mo's F&B Group,Delhi,Immediately,3 Months,"₹ 14,000 /month"
Digital Marketing,Aavedan Consultants,Jaipur,Immediately,3 Months,"₹ 5,000 /month"
Web Development & Design,LAKDI-The Furniture Co.,Delhi,Immediately,3 Months,"₹ 8,000-12,000 /month"
Graphic Design,Silverhash Digital,Virar,Immediately,3 Months,"₹ 2,000 /month"
Web And Graphic Design,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month"
Reservations,Magnus Hotels & Aparments LLP,Pune,Immediately,3 Months,"₹ 10,000 /month"
Social Media Marketing,Goyal Commercial Co.,Kolkata,Immediately,3 Months,"₹ 8,000-12,000 /month"
Digital Marketing,Style Yard Co,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Client Servicing,Buffalo Soldiers,Noida,Immediately,3 Months,"₹ 8,000 /month"
2D/3D Animation,3mguru,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Motion Graphic,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month"
Lead Development,Volopay,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Chartered Accountancy (CA) Articleship,S K SURANA & CO LLP,Delhi,Immediately,3 Months,"₹ 6,000-10,000 /month"
Videography,Record Owner,Delhi,Immediately,3 Months,"₹ 7,000 /month"
Graphic Design,Sukham (INV Healthcare),Gurgaon,Immediately,3 Months,"₹ 7,000-10,000 /month"
Psychology,Auxilium Skills Academy,Mumbai,Immediately,3 Months,Unpaid
Equity Analyst,Desvelado Advisory,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Digital Marketing,Ayushya,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month"
Search Engine Optimization (SEO),MyfirstAd,Delhi,Immediately,3 Months,"₹ 2,000 /month"
Campus Ambassador,SK Associates & Group,Work From Home,Immediately,3 Months,Performance Based
Content Writing,Rising Star Tours & Travels,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month"
Content And E-Commerce Management,KM OPTICALS,Surat,Immediately,3 Months,"₹ 6,000 /month"
Talent Scouting,Belinni Management Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Founder's Office | SaaS Product | Product Management,Punt Partners,Bangalore,Immediately,3 Months,"₹ 15,000 /month"
Search Engine Optimization (SEO),Techiegigs,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month"
Social Media Marketing,Organic Signals Media Services,Mumbai,Immediately,3 Months,"₹ 7,000-10,000 /month"
Business Development Executive,Zingmind Technologies,Indore,Immediately,3 Months,"₹ 5,000 /month"
AWS Node.js Lambda Development,VetsKart,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Journalism & Mass Communication,EG Allied Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Sales And Marketing,Radhe Krishna Real Infra Private Limited,Noida,Immediately,3 Months,"₹ 10,000 /month"
Product Marketing And E-Commerce Operations,ATOM FOODS LLP,Mumbai,Immediately,3 Months,"₹ 7,500 /month"
Video Editing,AKJ Academy,Noida,Immediately,3 Months,"₹ 15,000-18,000 /month"
Accounting,Lead Height,Kolkata,Immediately,3 Months,"₹ 2,000 /month"
Accounting And Taxation,Lotz Liquidations,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month"
Law/Legal,Jiten Dhanak,Mumbai,Immediately,3 Months,"₹ 4,000 /month"
Android App Development,Rabin's Photography,Kolkata,Immediately,3 Months,"₹ 5,000-12,000 /month"
Telecalling,Fortune Industries,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives"
Business And Project Management,DataSeed Tech Solutions LLP,Mumbai,Immediately,3 Months,"₹ 16,000 /month +  Incentives"
Employee Engagement,Eduvanz Financing Private Limited,Mumbai,Immediately,3 Months,"₹ 20,000 /month"
Robotics Education,BotMakers Private Limited,Pune,Immediately,3 Months,"₹ 5,000 /month"
Graphic Design,This Side Up,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month"
Digital Marketing,VSAT Analytics Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Human Resources (HR),A2Z Supermarket,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Android App Development,Muktamil Repair And Service Pvt Ltd,Patna,Immediately,3 Months,"₹ 2,000-15,000 /month"
Facebook Ads,Growthify Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Graphic Design,Special You,Faridabad,Immediately,3 Months,"₹ 10,000 /month"
Graphic Design,PocketGuru,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month"
Photography,Arpit Raj Photography,Delhi,Not specified,3 Months,"₹ 1,000 /week"
Human Resources (HR),Rapidue Technologies (Recykal),Hyderabad,Immediately,3 Months,"₹ 15,000 /month"
Architecture,FivD,Gurgaon,Immediately,3 Months,"₹ 15,000 /month"
Graphic Design,Zoom Into Web,Work From Home,Immediately,3 Months,"₹ 3,000 /month"
Photography,Wear It Like This,Hyderabad,Immediately,3 Months,"₹ 10,000-12,000 /month"
Figma Design,Nextfly Technologies Private Limited,Delhi,Immediately,3 Months,"₹ 7,000-8,000 /month"
Accounts,Suiyas Industries Private Limited,Bangalore,Immediately,3 Months,"₹ 12,000-15,000 /month"
Computer Operations Cum Office Administration,UNICORN ENGINEERS,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month"
Graphic Design,Contique Global Process Private Limited,Bangalore,Immediately,3 Months,"₹ 8,000-10,000 /month"
Digital Marketing,Campus Coders,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Field Sales,Manikantan S,Ahmedabad,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Content Writing,ShaharYaar Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Web Development,Ranogic IT Solutions,Ahmedabad,Immediately,6 Months,"₹ 2,000-4,000 /month"
Influencer Marketing,CareerNinja,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month"
Customer Service,Let's Jump Trampoline & Adventure Private Limited,Surat,Immediately,6 Months,"₹ 7,000 /month"
Digital Marketing,Delhi Digital Co.,Delhi,Immediately,6 Months,"₹ 10,000 /month"
Social Media Marketing,Foxdart,Bangalore,Immediately,6 Months,"₹ 4,000-8,000 /month"
Influencer Marketing,Infilate Media Private Limited,Delhi,Immediately,6 Months,"₹ 3,000 /month"
Graphic Design,HAB Learning Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000 /month"
Graphic Design,Clothesphere,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month"
Marketing,Service O City,Pune,Immediately,6 Months,"₹ 10,000 /month"
Cloud/DevOps Engineering,KainSkep,Jaipur,Immediately,6 Months,"₹ 10,000 /month"
Market Research,Research Allied,Pune,Immediately,6 Months,"₹ 6,000 /month"
Content Specialist AI,B School Of AI,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month"
Tutoring,Linksmind Educorp Private Limited,Pune,Immediately,6 Months,"₹ 10,000 /month"
Social Media Marketing,Madlyn By Kanika,Delhi,Immediately,6 Months,"₹ 15,000 /month"
Social Media Marketing,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 4,000 /month"
Social Work Operations,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-1,001 /month"
Virtual Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum"
Marketing,Prosperio Technologies,Mumbai,Immediately,6 Months,"₹ 2,000 /month"
TorchBearer Program Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month"
Business Development (People Partnerships),HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum"
Team Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month"
Social & Digital Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum"
Marketing,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month"
Psychology (Growth),HappiMynd,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month"
Graphic Design,Simit Bhagat Studios,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
HR/Talent Acquisition,DR & PS TECH INDUSTRIES INDIA PRIVATE LIMITED,Pune,Immediately,6 Months,"₹ 5,000-12,000 /month"
Subject Matter Expert (SME),Loyalty Square,Gurgaon,Immediately,6 Months,"₹ 8,000-16,000 /month"
Office Mangement,SSVMD,Delhi,Immediately,6 Months,"₹ 13,000-16,000 /month"
Java Development,Epicminds Information Technology,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Digital Marketing & Business Development,Two Cents Consulting,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Human Resources (HR),Conserve Solution,Chennai,Immediately,6 Months,"₹ 3,000 /month"
Fashion Consultant,Rent An Attire,Pune,Immediately,6 Months,"₹ 10,000 /month"
Business Strategy,Ayka Control Systems,Mumbai,Immediately,6 Months,"₹ 2,000 /month +  Incentives"
Photography,Shreedhar Lifestyle  OPC Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month"
Digital Marketing,SEO Training Course,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month"
Quality Assurance (Software Usability And Data),Skolarli Edulabs Pvt. Ltd.,Work From Home,Immediately,6 Months,"₹ 8,000-12,500 /month"
Motion Graphics,Brands Jar,Pune,Immediately,6 Months,"₹ 10,000 /month"
Content Writing,Packin Club,Delhi,Immediately,6 Months,"₹ 5,000 /month"
Human Resources (HR),Sprite Genix,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
SEO And Social Media Marketing,Travarsa Private Limited,Kolkata,Immediately,1 Month,"₹ 8,000-13,000 /month"
WordPress Development,WebWorthies,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum +  Incentives"
Human Resources (HR),PRO HOME TUTORS,Work From Home,Immediately,1 Month,"₹ 3,000 /month"
Human Resources (HR),0to1 Solutions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Podcast Communications Management,FitCru,Mumbai,Immediately,1 Month,"₹ 8,000 /month"
Full Stack Development,Skillsweb,Erode,Immediately,1 Month,"₹ 4,000-6,000 /month"
Engineering Design,Conserve Solution,Tiruchipalli,Immediately,1 Month,"₹ 7,500-8,000 /month"
Human Resources (HR),Karvaan,Delhi,Immediately,1 Month,"₹ 10,000 /month"
Delegate Registration And Coordination,Brand Torque,Work From Home,Immediately,1 Month,"₹ 4,000 /month"
Content Writing,Ayushi,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Graphic Design & Video Editing,Confluence India,Work From Home,Immediately,1 Month,"₹ 1,200 /month"
Digital Marketing,Raman Velusamy,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Business Development (Sales),Zinema Studios,Hyderabad,Immediately,1 Month,"₹ 8,000-12,000 /month"
Digital Marketing,Trip Tailor,Work From Home,Immediately,1 Month,"₹ 6,000 /month +  Incentives"
Office Assistant,Enlight,Pune,Immediately,1 Month,"₹ 10,000 /month"
Digital Marketing,Taggbox,Jaipur,Immediately,3 Months,"₹ 10,000 /month"
Business Development (Sales),UFaber Edutech,Work From Home,Immediately,1 Month,"₹ 15,000 /month"
Business Development (Sales),SKOG,Delhi,Immediately,1 Month,"₹ 15,000 /month"
Food Technology & Operations,Padma Food Products,Bangalore,Immediately,1 Month,"₹ 8,000-15,000 /month"
Social Media Marketing,DigiPrima Technologies,Work From Home,Immediately,1 Month,"₹ 4,000-6,000 /month"
E-Commerce Sales,Radhe Kishan,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Social Media Marketing,Global Knowledge Works,Work From Home,Immediately,1 Month,"₹ 1,000 /month"
Market Research,BYCSS (Ayurvedic FMCG Product),Lucknow,Immediately,1 Month,"₹ 4,000 /month +  Incentives"
Compliance / CS,Green Portfolio Private Limited,Gurgaon,Immediately,1 Month,"₹ 10,000 /month"
Motion Graphics Design And Video Editing,Digi Daftar,Pune,Immediately,1 Month,"₹ 2,000-5,000 /month"
Digital Marketing,Art Etc,Delhi,Immediately,1 Month,"₹ 5,000-10,000 /month"
Video Making/Editing,Yenveez Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-12,000 /month"
Anchoring,GreyCampus,Work From Home,Immediately,1 Month,"₹ 15,000 /month"
Database Building/Management,ARK Exim,Nashik,Immediately,1 Month,"₹ 4,000 /month +  Incentives"
Social Media Marketing,Your Desk,Gurgaon,Immediately,1 Month,"₹ 10,000 /month"
Social Media Marketing,Toothfully Yours,Pune,Immediately,1 Month,"₹ 5,000 /month"
Event Management,Good Cause,Delhi,Immediately,1 Month,"₹ 10,000-15,000 /month"
Social Media Marketing,Samvarddh Associates Private Limited,Work From Home,Immediately,1 Month,"₹ 2,000-4,000 /month"
Search Engine Optimization (SEO),RJ Maison Luxe,Gurgaon,Immediately,1 Month,"₹ 10,000 /month"
Social Media Marketing,Above The Fold,Work From Home,Immediately,1 Month,"₹ 5,000 /month"
Marketing,DGate Integrated Services Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-15,000 /month"
Ecommerce Listing Support,CLAP - Creative Learning Arts & Performance,Work From Home,Immediately,1 Month,"₹ 10,000 /month"
Sales Consultant,Novel Nuggets,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Video Editing,Mindwize,Noida,Immediately,1 Month,"₹ 5,000 /month"
Program Management (Torch Bearer),HappiMynd,Work From Home,Immediately,1 Month,"₹ 2,000-3,000 /month"
HR,My Digital Agency,Pune,Immediately,1 Month,"₹ 7,000 /month"
Sales,Dapper Drape,Work From Home,Immediately,1 Month,"₹ 1,500 /month"
Online Teaching,Ace Coders,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum"
Social Wellbeing Research,HappiMynd,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month"
B2C Sales,HappiMynd,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month"
Facebook Marketing,Cyber Pathshala India,Work From Home,Immediately,1 Month,"₹ 3,000 /month +  Incentives"
React - Python Development,NGS India,Navi Mumbai,Immediately,1 Month,"₹ 5,000 /month"
Content Creation,Cyboard - The Online School,Gurgaon,Immediately,1 Month,"₹ 15,000 /month"
Accounting & Bookkeeping,FinThink Academy,Jammu,Immediately,1 Month,"₹ 6,000 /month"
Onboarding,Intervue,Work From Home,Immediately,1 Month,"₹ 8,000 /month"
Academic Counseling,VSVK Pro Education Private Limited,Work From Home,Immediately,1 Month,"₹ 2,500 /month"
Instagram Reels Creation,Jorim Technology Solutions Private Limited,Chennai,Immediately,1 Month,"₹ 10,000 /month"
Human Resources (HR),HR Footprints,Nizampet,Immediately,1 Month,"₹ 8,000-10,000 /month"
Social Media Management,Kitchen Spurs,Mumbai,Immediately,1 Month,"₹ 12,000 /month"
Accounts & Finance,Saraswati Constructions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives"
Web Designing,Megha Mam (Freelancer IT Services),Indore,Immediately,1 Month,"₹ 5,000 /month"
Graphic Design,Think Dynamik Media,Work From Home,Immediately,1 Month,"₹ 2,000-5,000 /month"
SEO (Off Page),CaptureATrip India Private Limited,Work From Home,Immediately,1 Month,"₹ 4,500-6,000 /month"
Digital Marketing,Jazp,Bangalore,Immediately,1 Month,"₹ 8,000 /month"
E-commerce Operations,Zenmach Technologies Private Limited,Hyderabad,Immediately,1 Month,"₹ 5,000 /month"
Human Resources (HR),SuperTails,Bangalore,Immediately,1 Month,"₹ 15,000-20,000 /month"
Digital Marketing,INTEGRATED EDUSYSTEMS PRIVATE LIMITED,Delhi,Immediately,1 Month,"₹ 3,000 /month +  Incentives"
Talent Acquisition - Sourcing,Zillancer,Navi Mumbai,Immediately,1 Month,"₹ 15,000 /month"
Marketing,BAI Infosolutions Private Limited,Gurgaon,Immediately,1 Month,"₹ 15,000 /month"
Interior Design,ModScale,Bangalore,Immediately,1 Month,"₹ 8,000 /month"
HR Recruitment,Kale Logistics Solutions,Thane,Immediately,1 Month,"₹ 10,000 /month +  Incentives"
Social Media Marketing,Brandshark,Bangalore,Immediately,1 Month,"₹ 5,000 /month"
Android App Development,Eximap Nisarg Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month +  Incentives"
Social Media Marketing,GrowthAide,Work From Home,Immediately,1 Month,"₹ 5,000 /month"
Content Editing,TechWhoop,Work From Home,Immediately,1 Month,"₹ 3,000 /month"
UI/UX Design,Business Toys,Bangalore,Immediately,1 Month,"₹ 10,000 /month"
Lead Generation,SKIMA,Mumbai,Immediately,1 Month,"₹ 20,000 /month"
Embedded Software/Hardware DevelopeMENT,Mag9 Energies Private Limited,Mumbai,Immediately,1 Month,"₹ 5,000-15,000 /month"
Web Development,Samruddhi Industries,Navi Mumbai,Immediately,1 Month,"₹ 6,000 /month"
Business Development,HyperVerge,Bangalore,Immediately,1 Month,"₹ 25,000 /month"
Motion Graphics,Your Marketing Mascot,Work From Home,Immediately,1 Month,"₹ 2,000 /month"
Graphic Design,Nuage Health Devices Private Limited,Delhi,Immediately,1 Month,"₹ 10,000 /month"
Human Resources (HR),Cocentrus,Delhi,Immediately,1 Month,"₹ 5,000 /month"
Graphic Design,ProTeam Softwares India Private Limited,Chennai,Immediately,1 Month,"₹ 10,000-12,000 /month"
Business Development (Sales),Reyan Consultancy Services,Work From Home,Immediately,1 Month,"₹ 15,000 /month"
Social Media Marketing,Vermi Organics Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month"
Figma Design,FynTune Solution Private Limited,Thane,Immediately,6 Months,"₹ 8,000-12,000 /month"
Stock Market Research,ADSMIT MEDIA,Work From Home,Immediately,6 Months,"₹ 4,500-7,000 /month"
Legal Research,Independent Thought,Greater Noida,Immediately,6 Months,Unpaid
Chartered Financial Analytics (Level-1),Boston Institute Of Analytics Global Education Private Limited,Mumbai,Immediately,6 Months,"₹ 15,000 /month"
AI Research & Engineering,Elementals.ai,Bangalore,Immediately,6 Months,"₹ 15,000-18,000 /month"
Human Resources (HR),Masin Projects Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000-10,000 /month"
Travel Consultant,Travelling Folks,Srinagar,Not specified,6 Months,"₹ 6,000 /month +  Incentives"
Business Development,StockUp,Hyderabad,Immediately,6 Months,"₹ 2,000 /month"
Video Making/Editing,LIV Worldwide,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month"
Industrial Automation And Electrical And Electronics Tech Support Engineering,Eaasy Tech,Nagpur,Not specified,6 Months,"₹ 8,000 /month"
Content & Copy Writing,Prizalo Enterprises,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
International Business Development,FinBridge,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month"
Reel Script Writing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Video Content Creation,Kripesh Adwani,Bhopal,Immediately,6 Months,"₹ 5,000-12,000 /month"
Customer Service,UXINDIA,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month"
Content Writing,Everyday Job Alert,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Telecalling,Docsy MedTech Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month"
Python Development,Pragament Tech Solutions Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month +  Incentives"
Frontend & WordPress Development,Clever Growth Private Limited,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month"
Social Media Marketing,AnAr Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Digital Marketing,MitraSena,Nagpur,Immediately,6 Months,"₹ 3,000-8,000 /month"
Motion Graphics,Basavaraj Biradar,Bangalore,Immediately,6 Months,"₹ 7,000 /month"
Electrical Engineering,Isourse,Delhi,Immediately,6 Months,"₹ 20,000 /month"
Admissions Counselling,MANPREET  KAUR,Work From Home,Immediately,6 Months,"₹ 8,000-20,000 /month"
Teaching- Mathematics (Class 9),Maraekat Infotech Limited,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month"
Digital Marketing,CloudThat,Bangalore,Immediately,6 Months,"₹ 7,000 /month"
Backend Development,ZasmLabs (OPC) Private Limited,Pune,Immediately,6 Months,"₹ 15,000 /month +  Incentives"
Digital Marketing,Prosync Infotech Private Limited,Delhi,Immediately,6 Months,"₹ 9,000 /month"
WordPress Development,Blue Planet Info Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Digital Marketing,FLEECA INDIA PRIVATE LIMITED,Jaipur,Immediately,6 Months,"₹ 3,000-10,000 /month"
WordPress Development,The Devisors Technologies,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Content Creation,Hello Study Global,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Simulation Development And Testing,Quantum Quasar,Nagpur,Not specified,6 Months,"₹ 11,000 /month"
Creative Design - Video Editing & Graphic Design,BranDigitalize,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
News Writing,Vertechno,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Digital Marketing,I Cap Financial Services,Bangalore,Immediately,6 Months,"₹ 3,000-10,000 /month"
Equity Analytics,Integra Capital Management Limited,Delhi,Immediately,6 Months,"₹ 5,000 /month"
Law/Legal,The Law Basic,Work From Home,Immediately,6 Months,Unpaid
Business Development (Sales),Edzer Education Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives"
Digital Marketing,Pratah Kiran,Delhi,Immediately,6 Months,"₹ 10,000 /month"
14 Days Virtual Charity Drive,Pawzz,Work From Home,Immediately,2 Weeks,"₹ 1,500-10,000 lump sum"
English (Teaching),Sarvam Foundation,Work From Home,Immediately,2 Weeks,Unpaid
E-Commerce Management,Cityvibes,Jaipur,Immediately,2 Weeks,"₹ 9,000 /month"
Talent Acquisition,Social HR,Pune,Immediately,2 Weeks,"₹ 5,000 /month"
Campus Ambassador,Formfees,Work From Home,Immediately,2 Weeks,Performance Based
Operations,Freelancer IT Services,Indore,Immediately,2 Weeks,"₹ 5,000-10,000 /month"
Graphic Design,Passion Pixies,Bhopal,Immediately,2 Weeks,"₹ 2,000 /month"
Operations And Customer Support,LocoNav,Gurgaon,Immediately,2 Weeks,"₹ 10,000 /month"
Marketing (Social Media And LinkedIn),SERAJ RUGS,Work From Home,Immediately,2 Weeks,"₹ 4,000-5,000 /month"
Performance Marketing,B4BRAIN,Kozhikode,Immediately,2 Weeks,"₹ 5,000 /month"
Business Development (Sales),FyndBridge Consulting Services,Work From Home,Immediately,2 Weeks,"₹ 3,000-5,000 /month"
Data Collection - HR Project,Ma Foi Strategic Consultants Private Limited,Chennai,Immediately,2 Weeks,"₹ 6,000 /month"
Styling,Freakins,Mumbai,Immediately,2 Weeks,"₹ 10,000 /month"
Unity Game Development,CodeMasters Studio,Work From Home,Immediately,2 Weeks,"₹ 5,000-10,000 /month"
Social Media Marketing,Sarg Foundation,Work From Home,Immediately,2 Weeks,Unpaid
Social Media Marketing - Interior Design,Casafina,Work From Home,Immediately,2 Weeks,"₹ 1,000 /week"
Graphic Design,Social Wellness & Foundation Trust,Ahmedabad,Immediately,2 Weeks,"₹ 7,000 /month"
Sales,First Attempt,Pune,Immediately,2 Weeks,"₹ 18,000 /month"
Digital Marketing,Innovate Digital Media,Mumbai,Immediately,2 Weeks,"₹ 5,000 /month"
HR,Shreedham Infomedia Solutions,Ghaziabad,Immediately,2 Weeks,"₹ 7,000 /month"
Sales,Settlement On Loan,Work From Home,Immediately,2 Weeks,"₹ 3,000 /month +  Incentives"
Management Trainee - Client Strategy,RepIndia,Bangalore,Immediately,2 Weeks,"₹ 10,000-15,000 /month"
Field Sales,Jumbo Realty,Chennai,Immediately,2 Weeks,"₹ 9,000 /month"
Business Development,Amaara Herbs,Gurgaon,Immediately,2 Weeks,"₹ 10,000 /month"
Business Development (Sales),Credent Infotech,Delhi,Immediately,2 Weeks,"₹ 10,000 /month +  Incentives"
